name,address,url,rating,rating_count,phone,image,district
育綺花坊,民權路,https://www.google.com/maps/place/%E8%82%B2%E7%B6%BA%E8%8A%B1%E5%9D%8A/data=!4m7!3m6!1s0x3442a81dd1c37c91:0x2ed914be6bb1f095!8m2!3d25.010955!4d121.4620982!16s%2Fg%2F12m9h4cdq!19sChIJkXzD0R2oQjQRlfCxa74U2S4?authuser=0&hl=zh-TW&rclk=1,4,5,02 2951 0707,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKa5ZKfTuX-njPwG7-oTcfKj1z0r2yabuc5o9v3Z88zOP4aTOVF5x-SOxbzXOi4-aBhFauN8me8W6QQqOlHuccBQOK5-9liKavclZPhIKdcfBEP9K5xyJ0AjaWfRe-6oAlRJxEBQ=w80-h106-k-no,新北市板橋區
巧芳鮮花店,民族路203號,https://www.google.com/maps/place/%E5%B7%A7%E8%8A%B3%E9%AE%AE%E8%8A%B1%E5%BA%97/data=!4m7!3m6!1s0x3442a8201903c969:0xe0444bb268565d6d!8m2!3d25.0074868!4d121.4690331!16s%2Fg%2F1pzq600k1!19sChIJackDGSCoQjQRbV1WaLJLROA?authuser=0&hl=zh-TW&rclk=1,4.8,79,02 2952 3370,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzKPehhd3j_ybmHAHWVz5M8HwVqcyOR1cMuLM99LhwTCNmqGXhdTRUfSZ3E_l6B6Z2hzfK6j9hmiYNemq7L1UnM8QG1JiHDpAEJBlOwJBatIZdn117LmbJNClar1G3dgnUJWypOIg=w80-h106-k-no,新北市板橋區
星願屋,新海路424號,https://www.google.com/maps/place/%E6%98%9F%E9%A1%98%E5%B1%8B/data=!4m7!3m6!1s0x3442a9cb28de00f9:0xcf8a8a2023337d6b!8m2!3d25.0275285!4d121.4582962!16s%2Fg%2F11rrzc6bkp!19sChIJ-QDeKMupQjQRa30zIyCKis8?authuser=0&hl=zh-TW&rclk=1,5,40,0938 729 903,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwHcF2U3EouudqXuU3aLJaefa06yNBO5s40h0Z4fQVrvO0cEKm4lMN2oRA6a3AznjZZHULAhhMTFHt-bYpNkF7l3B4gzpqGLLpgPztFrasSagKlF-5lQN23_Q1POQiMt5C3i8M=w80-h106-k-no,新北市板橋區
晨希花坊,四川路一段471號,https://www.google.com/maps/place/%E6%99%A8%E5%B8%8C%E8%8A%B1%E5%9D%8A/data=!4m7!3m6!1s0x346803264616c2d9:0x9790c9882e15f3d3!8m2!3d24.9973859!4d121.4572888!16s%2Fg%2F11h3qz5ctc!19sChIJ2cIWRiYDaDQR0_MVLojJkJc?authuser=0&hl=zh-TW&rclk=1,5,93,0902 377 926,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxzjNHLxCPC6sYAoUipG6PwZvkeopTamZU6YdM-sfLZpCUh5mZc5QTVr3ewm9vEDkzTkLeQQRMKm9YTK3FQRxlZl5OJ3DrJQs7h5yysJLdrAcDe4UUbaDXm1FED9jwUHJA5fUYr5Q=w80-h106-k-no,新北市板橋區
板橋花店,倉後街20號1樓,https://www.google.com/maps/place/%E6%9D%BF%E6%A9%8B%E8%8A%B1%E5%BA%97/data=!4m7!3m6!1s0x346802a81e23fa81:0xb6cde7df908a5ae5!8m2!3d25.0093685!4d121.4556111!16s%2Fg%2F11bbrhcbt6!19sChIJgfojHqgCaDQR5VqKkN_nzbY?authuser=0&hl=zh-TW&rclk=1,3.7,69,02 2960 6548,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxTsLy0lhiNX3u66fQnHHcZJRPahJKug8KP9nimA7HDkrHrQRIgghe4PCEObA8IRFEQiclVXEo8QtfxA2igHi8UT-iZ4rZph2p5nN1j-Onm5saOOmRKH9Ga2fcvK6JF3xWdJ4is=w80-h106-k-no,新北市板橋區
赤鹿花藝—板橋花店,民生路二段,https://www.google.com/maps/place/%E8%B5%A4%E9%B9%BF%E8%8A%B1%E8%97%9D%E2%80%94%E6%9D%BF%E6%A9%8B%E8%8A%B1%E5%BA%97/data=!4m7!3m6!1s0x3442a9eef2fc40bb:0x797c69f006937c08!8m2!3d25.0223557!4d121.4684761!16s%2Fg%2F11vjc3xrlx!19sChIJu0D88u6pQjQRCHyTBvBpfHk?authuser=0&hl=zh-TW&rclk=1,5,19,0976 719 891,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvcQAMNRQZI1z5XqivVPcZuxWq_WbpIqN4tslZqE7NJZ1xGrtj3Nt56fJQ4Ctdoj55kTTqjLNXDxll3tRjrziJsM9sVaC-AuBUzi2SX--WT4aZmWuPdVt9OqfSh4LCA80YaL11eQ=w122-h92-k-no,新北市板橋區
柔情花坊 新北市花店 板橋花店 實體花店 代客送花 節慶花禮 精緻盆花 開運盆栽 蘭花組合盆栽,長安街138巷1弄288號1樓,https://www.google.com/maps/place/%E6%9F%94%E6%83%85%E8%8A%B1%E5%9D%8A+%E6%96%B0%E5%8C%97%E5%B8%82%E8%8A%B1%E5%BA%97+%E6%9D%BF%E6%A9%8B%E8%8A%B1%E5%BA%97+%E5%AF%A6%E9%AB%94%E8%8A%B1%E5%BA%97+%E4%BB%A3%E5%AE%A2%E9%80%81%E8%8A%B1+%E7%AF%80%E6%85%B6%E8%8A%B1%E7%A6%AE+%E7%B2%BE%E7%B7%BB%E7%9B%86%E8%8A%B1+%E9%96%8B%E9%81%8B%E7%9B%86%E6%A0%BD+%E8%98%AD%E8%8A%B1%E7%B5%84%E5%90%88%E7%9B%86%E6%A0%BD/data=!4m7!3m6!1s0x3442a8240fdd7865:0xbdf1f2ef027b0931!8m2!3d25.0110072!4d121.4748837!16s%2Fg%2F12m99tlzr!19sChIJZXjdDySoQjQRMQl7Au_y8b0?authuser=0&hl=zh-TW&rclk=1,4.8,37,02 2951 5946,https://lh3.googleusercontent.com/p/AF1QipPmt3V7FZgeyEgXf1SRj0a6Cbm152aqKr-u1hU_=w122-h92-k-no,新北市板橋區
萸紫露花𑁍ࠬܓ萸.花藝 уυι.fℓσяαℓ｜永生花禮訂製｜鮮花預訂｜花藝課程｜寵物友善 ✧︎*。,板新路112號3樓,https://www.google.com/maps/place/%E8%90%B8%E7%B4%AB%E9%9C%B2%E8%8A%B1%F0%91%81%8D%E0%A0%AC%DC%93%E8%90%B8.%E8%8A%B1%E8%97%9D+%D1%83%CF%85%CE%B9.f%E2%84%93%CF%83%D1%8F%CE%B1%E2%84%93%EF%BD%9C%E6%B0%B8%E7%94%9F%E8%8A%B1%E7%A6%AE%E8%A8%82%E8%A3%BD%EF%BD%9C%E9%AE%AE%E8%8A%B1%E9%A0%90%E8%A8%82%EF%BD%9C%E8%8A%B1%E8%97%9D%E8%AA%B2%E7%A8%8B%EF%BD%9C%E5%AF%B5%E7%89%A9%E5%8F%8B%E5%96%84+%E2%9C%A7%EF%B8%8E*%E3%80%82%E2%80%AD/data=!4m7!3m6!1s0x3442a9b484a4371f:0x3b2176cd4becbb5d!8m2!3d25.0153179!4d121.4714085!16s%2Fg%2F11t0px9n51!19sChIJHzekhLSpQjQRXbvsS812ITs?authuser=0&hl=zh-TW&rclk=1,5,83,02 8953 2359,https://lh3.googleusercontent.com/p/AF1QipNtG29IM4yu22stKi6T9FI8FGOeka3mpIXLthnt=w80-h106-k-no,新北市板橋區
普羅旺斯花苑,校前街80號,https://www.google.com/maps/place/%E6%99%AE%E7%BE%85%E6%97%BA%E6%96%AF%E8%8A%B1%E8%8B%91/data=!4m7!3m6!1s0x346802a6b021e0c7:0x1cca8a823264db36!8m2!3d25.0032757!4d121.4621309!16s%2Fg%2F12m931py3!19sChIJx-AhsKYCaDQRNttkMoKKyhw?authuser=0&hl=zh-TW&rclk=1,4.9,33,0928 285 810,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwwV_ebkxKAKpYLWJkfKhMSP9phDcu4QbHkR_FRHA0MVbqs0wnV9sYv9SdHVv2r6aTU8_Q7L08NnUrbGkoibXCV3RPgGa7rmGFG6BucqQ_sWSLiq-I4JVnO6zxK4Qb280cPEVc6=w137-h92-k-no,新北市板橋區
億客來花藝天地,中山路二段376號,https://www.google.com/maps/place/%E5%84%84%E5%AE%A2%E4%BE%86%E8%8A%B1%E8%97%9D%E5%A4%A9%E5%9C%B0/data=!4m7!3m6!1s0x3442a83a0c7b6faf:0xbd2ecb78bd5fbe0f!8m2!3d25.020147!4d121.482103!16s%2Fg%2F12m90xr9k!19sChIJr297DDqoQjQRD75fvXjLLr0?authuser=0&hl=zh-TW&rclk=1,4.1,98,02 2959 6555,https://lh3.googleusercontent.com/p/AF1QipN97l2VLZIg8AumlZ1WNR4AD8ICqxr6pENgyPc4=w122-h92-k-no,新北市板橋區
創點花坊,連城路369之1號,https://www.google.com/maps/place/%E5%89%B5%E9%BB%9E%E8%8A%B1%E5%9D%8A/data=!4m7!3m6!1s0x34680286c62db9cd:0xed7d9fb2f0bef24b!8m2!3d24.9960474!4d121.4872279!16s%2Fg%2F12m9hffst!19sChIJzbktxoYCaDQRS_K-8LKffe0?authuser=0&hl=zh-TW&rclk=1,5,471,0937 462 239,https://lh3.googleusercontent.com/p/AF1QipNanJg1fAIFseobKkWjai6I8wnXxnYCt0R-gnh5=w80-h106-k-no,新北市中和區
台北愛麗絲花坊網路花店,11號 敦化北路222巷6弄,https://www.google.com/maps/place/%E5%8F%B0%E5%8C%97%E6%84%9B%E9%BA%97%E7%B5%B2%E8%8A%B1%E5%9D%8A%E7%B6%B2%E8%B7%AF%E8%8A%B1%E5%BA%97/data=!4m7!3m6!1s0x3442abe58908e1e9:0x82c1850bc03f7908!8m2!3d25.058458!4d121.548224!16s%2Fg%2F1tf45vgt!19sChIJ6eEIieWrQjQRCHk_wAuFwYI?authuser=0&hl=zh-TW&rclk=1,4.5,222,02 2545 7118,https://lh3.googleusercontent.com/p/AF1QipPTxsEOhJTfGXXCBzc_BVtw0GBXe95gKe7mMe9v=w160-h184-p-k-no,台北市松山區
玖桉花藝 南京復興,193號 長安東路二段,https://www.google.com/maps/place/%E7%8E%96%E6%A1%89%E8%8A%B1%E8%97%9D+%E5%8D%97%E4%BA%AC%E5%BE%A9%E8%88%88/data=!4m7!3m6!1s0x3442ab95981a3ca9:0x830728343935ce5!8m2!3d25.048436!4d121.5432!16s%2Fg%2F11m77s0mcg!19sChIJqTwamJWrQjQR5VyTQ4NyMAg?authuser=0&hl=zh-TW&rclk=1,5,188,0901 190 406,https://lh3.googleusercontent.com/p/AF1QipP6TI6ewgpXDrfbJVHhOWR_gOhrxA94J1rtuxis=w160-h184-p-k-no,台北市中山區
粉紅玫瑰花坊-花店,中山路二段509號1樓,https://www.google.com/maps/place/%E7%B2%89%E7%B4%85%E7%8E%AB%E7%91%B0%E8%8A%B1%E5%9D%8A-%E8%8A%B1%E5%BA%97/data=!4m7!3m6!1s0x3442a8284f2c3c09:0xee1428707df730f6!8m2!3d25.0049496!4d121.4821952!16s%2Fg%2F1hc5wxgfl!19sChIJCTwsTyioQjQR9jD3fXAoFO4?authuser=0&hl=zh-TW&rclk=1,4.8,74,02 3234 6680,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwyyCfaDS-bV7HCGrOo3Tw1Net5RuO59vrsi5htrAfyqlEE_KxJMq8dKmSGQ458PA6jXUU8f-LrUWJqORdr5-xSUvxU1XjUD0-697gHocpwZCLfbFE4cEEVTv81Vx9gYIauJ0cI=w122-h92-k-no,新北市板橋區
國花鮮花店,新海路434號,https://www.google.com/maps/place/%E5%9C%8B%E8%8A%B1%E9%AE%AE%E8%8A%B1%E5%BA%97/data=!4m7!3m6!1s0x3442a8128be15d11:0xfbcfb1d89ad5bebe!8m2!3d25.0277661!4d121.4581447!16s%2Fg%2F11gl26b_zm!19sChIJEV3hixKoQjQRvr7Vmtixz_s?authuser=0&hl=zh-TW&rclk=1,4.1,8,02 2255 7116,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxrGkQezLLrRIu8ZwrsUeiEriNdpJQzDlw4t5nKbHqxFubF-1rNfGX-8oIX446j9sC3XtviKiZEOdGXF-asTwn56UOY7mAM9_uRvJIU6o-TXN4E777NHDJ4ny8sJ3-iORHOzbM3=w80-h106-k-no,新北市板橋區
喜樂創意設計花店,連城路306號,https://www.google.com/maps/place/%E5%96%9C%E6%A8%82%E5%89%B5%E6%84%8F%E8%A8%AD%E8%A8%88%E8%8A%B1%E5%BA%97/data=!4m7!3m6!1s0x3468028442f60a9d:0x87b165ebdad7ca8c!8m2!3d24.9963709!4d121.4837979!16s%2Fg%2F11b5wjrrtx!19sChIJnQr2QoQCaDQRjMrX2utlsYc?authuser=0&hl=zh-TW&rclk=1,4.9,542,02 2221 1350,https://lh3.googleusercontent.com/p/AF1QipMfUPEnhVz3jKtw8ITDQaR8-2a1VEFq3xpGNMZz=w122-h92-k-no,新北市中和區
仙侶奇緣花禮工作室,中山路一段206巷111號4樓,https://www.google.com/maps/place/%E4%BB%99%E4%BE%B6%E5%A5%87%E7%B7%A3%E8%8A%B1%E7%A6%AE%E5%B7%A5%E4%BD%9C%E5%AE%A4/data=!4m7!3m6!1s0x3442a8238f88675f:0xe5b5db9bc9dec238!8m2!3d25.0136219!4d121.472848!16s%2Fg%2F12m948h9_!19sChIJX2eIjyOoQjQROMLeyZvbteU?authuser=0&hl=zh-TW&rclk=1,4.7,20,02 2954 0139,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzphd7o4-J6KV16Bv-ms7cRV-Ui4ifPeBZZonActm6A4BOQDZvTtWTJVkhfWSEaiXwN2F-Z45PVb0v0NXDmiVjCA55KLptKnsM2LIkXxktc-b1NoCsh6IFVWWLQsNMNm2hPpxM=w80-h120-k-no,新北市板橋區
安娜花藝 Anna flower（歡迎光臨！請預約，避免外出讓您撲空）,號,https://www.google.com/maps/place/%E5%AE%89%E5%A8%9C%E8%8A%B1%E8%97%9D+Anna+flower%EF%BC%88%E6%AD%A1%E8%BF%8E%E5%85%89%E8%87%A8%EF%BC%81%E8%AB%8B%E9%A0%90%E7%B4%84%EF%BC%8C%E9%81%BF%E5%85%8D%E5%A4%96%E5%87%BA%E8%AE%93%E6%82%A8%E6%92%B2%E7%A9%BA%EF%BC%89/data=!4m7!3m6!1s0x3442a9d8c3457e31:0x31e528ead3a7b93e!8m2!3d25.013121!4d121.4546779!16s%2Fg%2F11pzkkvl4j!19sChIJMX5Fw9ipQjQRPrmn0-oo5TE?authuser=0&hl=zh-TW&rclk=1,4.6,5,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyvhQbe1Ybny-ZxICjwl6uj1H0ELB2RRh39GVkHfL_ySaep0bp4RMkT8xO1laVWDgSg_JOxAsa1nbSc1WcCj3AA0qdhXis2FIAesLOu-ji74a56Td5HNV_oYOEUBwYorah0X2IN=w80-h106-k-no,新北市板橋區
蒔弎角窗｜乾燥花&羊毛氈（預約制）,陽明街27巷12號1樓,https://www.google.com/maps/place/%E8%92%94%E5%BC%8E%E8%A7%92%E7%AA%97%EF%BD%9C%E4%B9%BE%E7%87%A5%E8%8A%B1%26%E7%BE%8A%E6%AF%9B%E6%B0%88%EF%BC%88%E9%A0%90%E7%B4%84%E5%88%B6%EF%BC%89/data=!4m7!3m6!1s0x3442a92d66d2feb7:0xfc74194d7fbb16d0!8m2!3d25.0212088!4d121.4653498!16s%2Fg%2F11gs4skm7h!19sChIJt_7SZi2pQjQR0Ba7f00ZdPw?authuser=0&hl=zh-TW&rclk=1,5,91,,https://lh3.googleusercontent.com/p/AF1QipMvFp4V9DF0S45ARBNtaMJ0vd-iG5kiw0ec9EaL=w80-h106-k-no,新北市板橋區
花森植物美學室,海山路37號,https://www.google.com/maps/place/%E8%8A%B1%E6%A3%AE%E6%A4%8D%E7%89%A9%E7%BE%8E%E5%AD%B8%E5%AE%A4/data=!4m7!3m6!1s0x3442a9eb94b4bc93:0x111926e15c9ceb4!8m2!3d25.0093848!4d121.4672984!16s%2Fg%2F11j4nyvzby!19sChIJk7y0lOupQjQRtM7JFW6SEQE?authuser=0&hl=zh-TW&rclk=1,4.5,27,02 2951 8431,https://lh3.googleusercontent.com/p/AF1QipN_zYiVeaAcGGA6mJTVUiGpRb47uJTgidcozXk3=w137-h92-k-no,新北市板橋區
CoFlower 同花順花藝教室｜台北板橋鮮花課程・花禮設計,民生路二段234巷11號2樓,https://www.google.com/maps/place/CoFlower+%E5%90%8C%E8%8A%B1%E9%A0%86%E8%8A%B1%E8%97%9D%E6%95%99%E5%AE%A4%EF%BD%9C%E5%8F%B0%E5%8C%97%E6%9D%BF%E6%A9%8B%E9%AE%AE%E8%8A%B1%E8%AA%B2%E7%A8%8B%E3%83%BB%E8%8A%B1%E7%A6%AE%E8%A8%AD%E8%A8%88/data=!4m7!3m6!1s0x3442a962d19e7529:0x710911ff202a54f8!8m2!3d25.0228404!4d121.4686812!16s%2Fg%2F11s61bw_k9!19sChIJKXWe0WKpQjQR-FQqIP8RCXE?authuser=0&hl=zh-TW&rclk=1,4.6,7,,https://lh3.googleusercontent.com/p/AF1QipM7Hi5K6erF4Jz7rCexsz622TRaGzxzGk64C2o=w80-h100-k-no,新北市板橋區
周比特花藝Cupid flower,南華路25號,https://www.google.com/maps/place/%E5%91%A8%E6%AF%94%E7%89%B9%E8%8A%B1%E8%97%9DCupid+flower/data=!4m7!3m6!1s0x346803401d51ec1f:0x1b97dd653677dc6c!8m2!3d24.9960065!4d121.5028288!16s%2Fg%2F11vln9ppc0!19sChIJH-xRHUADaDQRbNx3NmXdlxs?authuser=0&hl=zh-TW&rclk=1,4.9,98,0903 117 107,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyL3YkZBsxXek-lq2OCkaL8FFHtk4Waa1Q8D1usYhrrdzc5gBzfBGBI-643LwYSrXHnmcEWO8Id4CcKTxJBn8H_MVkGYSfxHnfE56N5CuBNoyxpPMS0VyCvkXtfnPko2pfNsaQ6n-f4fAEA=w80-h106-k-no,新北市板橋區
溫馨花坊,信義路9號1 樓,https://www.google.com/maps/place/%E6%BA%AB%E9%A6%A8%E8%8A%B1%E5%9D%8A/data=!4m7!3m6!1s0x346802ba9e06363f:0x78aba4f9d937242c!8m2!3d24.9968714!4d121.4570823!16s%2Fg%2F11b823t0zm!19sChIJPzYGnroCaDQRLCQ32fmkq3g?authuser=0&hl=zh-TW&rclk=1,4.9,98,02 2963 1890,https://lh3.googleusercontent.com/p/AF1QipMm5GSEN8IaualEls0gRG_lU4_J74-AXQE8G4eb=w91-h92-k-no,新北市板橋區
暖日花藝所Warmly Florist,南門街73號2 樓,https://www.google.com/maps/place/%E6%9A%96%E6%97%A5%E8%8A%B1%E8%97%9D%E6%89%80Warmly+Florist/data=!4m7!3m6!1s0x34680384b922c069:0xc300455983057963!8m2!3d25.008046!4d121.456834!16s%2Fg%2F11v0gmcwtf!19sChIJacAiuYQDaDQRY3kFg1lFAMM?authuser=0&hl=zh-TW&rclk=1,5,1,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YI1DIn0Br5CcJUXfQFfgLA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=38.049927&pitch=0&thumbfov=100,新北市板橋區
原點花藝工作室,民生街35巷1弄1號,https://www.google.com/maps/place/%E5%8E%9F%E9%BB%9E%E8%8A%B1%E8%97%9D%E5%B7%A5%E4%BD%9C%E5%AE%A4/data=!4m7!3m6!1s0x3442a90b6d1b8797:0x306cf4e4d3e602de!8m2!3d25.0051986!4d121.4705379!16s%2Fg%2F11gs58qrhn!19sChIJl4cbbQupQjQR3gLm0-T0bDA?authuser=0&hl=zh-TW&rclk=1,4.9,120,02 2959 6667,https://lh3.googleusercontent.com/p/AF1QipOke1WgAK7QrZM4pOQIV05Yr3CiSZnuoNt9jS5S=w80-h106-k-no,新北市板橋區
Giragira Flower 24小時自助花店 板橋花店｜新北花店 永生花 香皂花 乾燥花 有錢蛋糕 有錢花 情人節花束,四川路二段136號,https://www.google.com/maps/place/Giragira+Flower+24%E5%B0%8F%E6%99%82%E8%87%AA%E5%8A%A9%E8%8A%B1%E5%BA%97+%E6%9D%BF%E6%A9%8B%E8%8A%B1%E5%BA%97%EF%BD%9C%E6%96%B0%E5%8C%97%E8%8A%B1%E5%BA%97+%E6%B0%B8%E7%94%9F%E8%8A%B1+%E9%A6%99%E7%9A%82%E8%8A%B1+%E4%B9%BE%E7%87%A5%E8%8A%B1+%E6%9C%89%E9%8C%A2%E8%9B%8B%E7%B3%95+%E6%9C%89%E9%8C%A2%E8%8A%B1+%E6%83%85%E4%BA%BA%E7%AF%80%E8%8A%B1%E6%9D%9F/data=!4m7!3m6!1s0x346803fa6ed37a6b:0x202098b695cc40a5!8m2!3d24.993591!4d121.449912!16s%2Fg%2F11x_rpf61g!19sChIJa3rTbvoDaDQRpUDMlbaYICA?authuser=0&hl=zh-TW&rclk=1,5,140,,https://lh3.googleusercontent.com/p/AF1QipOM3p8dnz4KWA3wS8ME8jmjA6F26XmkvRRPG5xx=w80-h106-k-no,新北市板橋區
春風花坊,三民路二段正隆巷民生路一段28號1樓,https://www.google.com/maps/place/%E6%98%A5%E9%A2%A8%E8%8A%B1%E5%9D%8A/data=!4m7!3m6!1s0x3442a824f0e2e847:0xad237103d97782be!8m2!3d25.0130107!4d121.4762386!16s%2Fg%2F11g1tb1cq3!19sChIJR-ji8CSoQjQRvoJ32QNxI60?authuser=0&hl=zh-TW&rclk=1,4.7,18,02 2963 5009,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3WHxFBWqglQR387wfLQ8LcAhnsvOa9Htcsf2ypjyB1yDtHtsjt4conSebAhpdDFIPlcaorJyqQY8mfnlFUQFkC0NTRorZU3IHkH_05dXSQwSt3aCVfU0sICVu_-cJkfEa50RDdA=w163-h92-k-no,新北市板橋區
名沅花坊,板新路34號,https://www.google.com/maps/place/%E5%90%8D%E6%B2%85%E8%8A%B1%E5%9D%8A/data=!4m7!3m6!1s0x3442a8237d1bd6bf:0x4835295075de4cfc!8m2!3d25.0136278!4d121.4741019!16s%2Fg%2F12m98qn45!19sChIJv9YbfSOoQjQR_EzedVApNUg?authuser=0&hl=zh-TW&rclk=1,5,1,02 8964 5318,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dxrtX785MiFaC3XI2bFLpQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=8.401899&pitch=0&thumbfov=100,新北市板橋區
詩榆花坊,保健路19巷3號,https://www.google.com/maps/place/%E8%A9%A9%E6%A6%86%E8%8A%B1%E5%9D%8A/data=!4m7!3m6!1s0x3442a9d8b590c55f:0x75f16ab490e3169!8m2!3d24.9984001!4d121.5081916!16s%2Fg%2F12m95dq11!19sChIJX8WQtdipQjQRaTEOSasWXwc?authuser=0&hl=zh-TW&rclk=1,4.8,142,0933 858 588,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwoOXuvuztFA5ODZX8iVmGG05xpij0ALOZCT0Sv6STVmdrutu511jGCdWVuG-I9l-5h6dxc10BWCQi945Khwb51bJG52IIybK8PH-yUOrKGSZpIfhht5t2xrvMbmJcZs2WPJx-P=w122-h92-k-no,新北市中和區
大觀鮮花店,忠孝路忠義巷14弄12號,https://www.google.com/maps/place/%E5%A4%A7%E8%A7%80%E9%AE%AE%E8%8A%B1%E5%BA%97/data=!4m7!3m6!1s0x346802a10ae4763b:0xdeba2b033838372b!8m2!3d25.0033565!4d121.4654572!16s%2Fg%2F1pzwkxh_k!19sChIJO3bkCqECaDQRKzc4OAMrut4?authuser=0&hl=zh-TW&rclk=1,5,2,02 2962 2577,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d6WwGkweegojHZcmrRFXZQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=238.0218&pitch=0&thumbfov=100,新北市土城區
華枝鮮花坊,瓊林路56號,https://www.google.com/maps/place/%E8%8F%AF%E6%9E%9D%E9%AE%AE%E8%8A%B1%E5%9D%8A/data=!4m7!3m6!1s0x3442a7e435e360df:0xa4bbc57c13ad7e32!8m2!3d25.0287716!4d121.4455819!16s%2Fg%2F1pzpjzlbv!19sChIJ32DjNeSnQjQRMn6tE3zFu6Q?authuser=0&hl=zh-TW&rclk=1,5,595,02 2908 1040,https://lh3.googleusercontent.com/p/AF1QipPJJzeYtudGZ0uxIW6WISVLQVWT4InLbQw019Bb=w80-h101-k-no,新北市新莊區
花妝室 Floweroom,中和路73號,https://www.google.com/maps/place/%E8%8A%B1%E5%A6%9D%E5%AE%A4+Floweroom/data=!4m7!3m6!1s0x3442a910c6eef027:0xb74a99f658412bd8!8m2!3d25.0009134!4d121.5008675!16s%2Fg%2F11stjtqz9d!19sChIJJ_DuxhCpQjQR2CtBWPaZSrc?authuser=0&hl=zh-TW&rclk=1,4.6,50,0978 976 696,https://lh3.googleusercontent.com/p/AF1QipNxs3QLNif0yHf10UtR0yecdRJf7ZagkWIHCvs_=w80-h106-k-no,新北市中和區
青香花藝,文化路二段182巷3弄2號,https://www.google.com/maps/place/%E9%9D%92%E9%A6%99%E8%8A%B1%E8%97%9D/data=!4m7!3m6!1s0x3442a84081418209:0x637d01dbcfb70261!8m2!3d25.0271855!4d121.4715499!16s%2Fg%2F12m9lmyy0!19sChIJCYJBgUCoQjQRYQK3z9sBfWM?authuser=0&hl=zh-TW&rclk=1,4.6,13,02 2255 4024,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyw0_1GmnRVscw42SVN_mSVKGgQ7AG976DmF8PMYFBh2pspStw_Ttpe6ytaXFJjF_IUMsxXLxOb0tbA-mNOoj-z5v6thXF4a3kF19QdAyTNLWKiBT0RKGaoxfc0t_HlRj3WUfhNLg=w80-h106-k-no,新北市板橋區
榆果工作室 ( 榆果傢飾 ),6號 萬寧街23巷,https://www.google.com/maps/place/%E6%A6%86%E6%9E%9C%E5%B7%A5%E4%BD%9C%E5%AE%A4+%28+%E6%A6%86%E6%9E%9C%E5%82%A2%E9%A3%BE+%29/data=!4m7!3m6!1s0x346801e3e33aa5fb:0x670749f9f628f99d!8m2!3d25.003796!4d121.564622!16s%2Fg%2F11c0vlwkwl!19sChIJ-6U64-MBaDQRnfko9vlJB2c?authuser=0&hl=zh-TW&rclk=1,4.7,9,02 2345 5899,https://lh3.googleusercontent.com/p/AF1QipPjo4XAvD0ab-Afee9RLtoW2TkYd9ScxBUqaIj7=w160-h184-p-k-no,台北市文山區
花田花藝精品名店,和平路92號,https://www.google.com/maps/place/%E8%8A%B1%E7%94%B0%E8%8A%B1%E8%97%9D%E7%B2%BE%E5%93%81%E5%90%8D%E5%BA%97/data=!4m7!3m6!1s0x346802a6e670e5a5:0xb9388403904d6d4d!8m2!3d24.9946575!4d121.4618478!16s%2Fg%2F11c208t6tn!19sChIJpeVw5qYCaDQRTW1NkAOEOLk?authuser=0&hl=zh-TW&rclk=1,4.9,14,02 8952 3798,https://lh3.googleusercontent.com/p/AF1QipOJM1-DoiMWchp0Ad4081JAg1BkPl73fNWMKVFu=w122-h92-k-no,新北市中和區
紫雲花藝,文化路二段182巷13號,https://www.google.com/maps/place/%E7%B4%AB%E9%9B%B2%E8%8A%B1%E8%97%9D/data=!4m7!3m6!1s0x3442a8409d782dcb:0x22adfe06577a2b6f!8m2!3d25.0267758!4d121.4722457!16s%2Fg%2F12m9g2sxc!19sChIJyy14nUCoQjQRbyt6Vwb-rSI?authuser=0&hl=zh-TW&rclk=1,4.7,51,02 2251 9652,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwai01tbGGypS-q0juDNCKGzZd5hM7qPuyNBta9l_j47IwxMnrFiFgawGNFBLacSjqnniPfjaiHPFvr32NTubTt5ctXqmm10koaZVoTEhYuE7UlfrJYWDQhPjBVWOqkbM4XUuw=w87-h92-k-no,新北市板橋區
